method,path,name,classification,authentication,csrf,trusted_origin,machine_guard,dependencies,allowlist_reason,compliant
DELETE,/api/v1/account,request_account_deletion,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/account/deletion/cancel,cancel_account_deletion,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
POST,/api/v1/account/deletion/receipt,account_deletion_receipt,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
POST,/api/v1/account/export,export_account,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/achievements,achievements,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/agentic/approvals,list_approvals,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/agentic/approvals/{approval_id}/decide,decide_approval,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
GET,/api/v1/agentic/policy,get_policy,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
PUT,/api/v1/agentic/policy,put_policy,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
GET,/api/v1/agentic/tools,list_tools,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db,,YES
GET,/api/v1/agentic/workflows,list_workflows,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/agentic/workflows,create_workflow,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
GET,/api/v1/agentic/workflows/{workflow_id},get_workflow,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/agentic/workflows/{workflow_id}/cancel,cancel_workflow,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
GET,/api/v1/agentic/workflows/{workflow_id}/events,workflow_events,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/agentic/workflows/{workflow_id}/retry,retry_workflow,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
POST,/api/v1/agentic/workflows/{workflow_id}/start,start_workflow,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_agentic_mutation_rate;require_csrf;require_trusted_origin,,YES
POST,/api/v1/auth/login,login,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
POST,/api/v1/auth/logout,logout,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/auth/me,me,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db,,YES
POST,/api/v1/auth/password/change,change_password,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/auth/password/forgot,forgot_password,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
POST,/api/v1/auth/password/reset,reset_password,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
POST,/api/v1/auth/register,register,PUBLIC_BROWSER_MUTATION,PUBLIC,YES,YES,,get_db;require_public_browser_csrf;require_trusted_origin,,YES
GET,/api/v1/auth/sessions,list_sessions,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/auth/sessions/revoke-others,revoke_other_sessions,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
DELETE,/api/v1/auth/sessions/{session_id},revoke_session,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/billing/checkout,checkout,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/billing/plans,plans,SAFE_METHOD,PUBLIC,NO,NO,,get_db,,YES
POST,/api/v1/billing/portal,portal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/billing/subscription,subscription,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/billing/webhooks/{provider},webhook,SIGNED_MACHINE_MUTATION,PUBLIC,NO,NO,X-Signature,get_db,Machine webhook authenticated by bounded X-Signature verification; browser CSRF is not authority.,YES
GET,/api/v1/capsules,list_my_capsules,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/capsules/{capsule_id}/audit,audit,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/capsules/{capsule_id}/collaboration-outcome,collaboration_outcome,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/capsules/{capsule_id}/grants,grant_access,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/capsules/{capsule_id}/questions,ask,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/capsules/{capsule_id}/revoke,revoke,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/capsules/{capsule_id}/view,recipient_view,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/claims/{claim_id}/why-changed,get_claim_why_changed,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/cognition/corrections,correct,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/cognition/events,list_events,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/cognition/events,create_event,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/cognition/events/{event_id},get_event,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/cognition/talk,talk,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/cognition/talk-runs/{request_id},talk_run_status,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/cognition/talk-runs/{request_id}/cancel,cancel_talk_run,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/cognition/talk-thread,talk_thread,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/cognition/talk/stream,talk_stream,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/consultation-notes,list_community_notes,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/consultation-notes,create_community_note,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/feed,signal_feed,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/moderation/actions/{action_id},get_moderation_action,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/moderation/actions/{action_id}/appeals,create_appeal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/moderation/appeals,visible_appeals,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/moderation/reports,visible_reports,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/relationships,list_relationships,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/relationships,set_relationship,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
DELETE,/api/v1/community/relationships/{relationship_kind}/{target_user_id},revoke_relationship,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms,list_rooms,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms,create_room,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id},get_room,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
PATCH,/api/v1/community/rooms/{room_id}/content/{target_kind}/{target_id},edit_content,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/content/{target_kind}/{target_id}/revisions,list_revisions,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/decision,create_decision,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/leaderboard,room_leaderboard,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/rooms/{room_id}/members,list_members,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/members,add_member,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
DELETE,/api/v1/community/rooms/{room_id}/members/{target_user_id},remove_or_leave_room,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
PATCH,/api/v1/community/rooms/{room_id}/members/{target_user_id},change_member_role,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/messages,list_messages,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/messages,create_message,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/messages/sync,sync_messages,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/rooms/{room_id}/moderation/appeals,appeal_queue,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/moderation/appeals/{appeal_id}/review,review_appeal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/moderation/events,moderation_events,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/rooms/{room_id}/moderation/queue,moderation_queue,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/moderation/reports/{report_id}/actions,take_moderation_action,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/positions,list_positions,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/positions,create_position,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/posts,list_posts,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/posts,create_post,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/posts/{post_id}/comments,list_comments,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/community/rooms/{room_id}/posts/{post_id}/comments,create_comment,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/community/rooms/{room_id}/reactions,create_reaction,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/community/rooms/{room_id}/reports,create_report,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/community/rooms/{room_id}/saves,save_content,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/community/rooms/{room_id}/summary,room_summary,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/community/saves,list_saves,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
DELETE,/api/v1/community/saves/{target_kind}/{target_id},unsave_content,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/consultations,list_consultations,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/consultations,create_consultation,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/consultations/{consultation_id},consultation_detail,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/consultations/{consultation_id}/contributions,add_contribution,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/consultations/{consultation_id}/stages/{stage},complete_stage,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/experiments,list_experiments,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/experiments,create_experiment,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/experiments/{exp_id}/outcomes,report_outcome,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/experts/contributions/{contribution_id}/moderate,moderate_expert_contribution,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/experts/profiles,list_expert_profiles,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/experts/profiles,create_expert_profile,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/experts/profiles/{profile_id}/verifications,request_expert_verification,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/experts/rooms/{room_id}/contributions,list_expert_contributions,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/experts/rooms/{room_id}/contributions,create_expert_contribution,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/experts/verifications,list_expert_verifications,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/experts/verifications/{verification_id}/review,review_expert_verification,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/feasibility,list_assessments,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/feasibility,assess,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/feasibility/assess,assess,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/feasibility/{assessment_id}/add-to-timeline,feasibility_to_timeline,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/feasibility/{assessment_id}/convert-to-plan,feasibility_to_plan,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/glow/engagement-cue,cue,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/glow/levels,levels,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/glow/rewards,rewards,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/glow/rewards,award_reward,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/glow/rewards/{reward_key}/redeem,redeem,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/glow/scoreboard,scoreboard,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/glow/summary,summary,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/glow/transactions,transactions,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/goals,list_goals,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/goals,create_goal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
PATCH,/api/v1/goals/{goal_id},patch_goal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/goals/{goal_id}/objectives,create_objective,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/group-nur/rooms/{room_id}/syntheses,list_group_syntheses,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/group-nur/rooms/{room_id}/syntheses,create_group_synthesis,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/hypotheses,list_hypotheses,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/hypotheses,create_hypothesis,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
PATCH,/api/v1/hypotheses/{hyp_id},patch_hypothesis,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/insights,list_insights,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/insights/consolidate,consolidate_insights,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/insights/generate,generate_insight,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/insights/{insight_id},get_insight,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/insights/{insight_id}/accept,accept_insight,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/insights/{insight_id}/add-to-timeline,add_insight_to_timeline,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/insights/{insight_id}/convert-to-plan,convert_insight_to_plan,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/insights/{insight_id}/correct,correct_insight,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/insights/{insight_id}/evidence,get_insight_evidence,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/insights/{insight_id}/reject,reject_insight,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/insights/{insight_id}/save-to-memory,save_insight_to_memory,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/insights/{insight_id}/why-changed,get_insight_why_changed,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/intelligence/evaluate,evaluate_intelligence_spine,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/intelligence/provider-status,get_intelligence_provider_status,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/journal,list_entries,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/journal,keep_entry,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
POST,/api/v1/journal/{entry_id}/convert,convert_journal,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/leaderboards/{scope},leaderboard,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
GET,/api/v1/map,map_graph,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
POST,/api/v1/map/annotations,create_annotation,AUTHENTICATED_BROWSER_MUTATION,SESSION,YES,YES,,get_current_identity;get_db;get_scoped_db;require_csrf;require_trusted_origin,,YES
GET,/api/v1/map/blockers,list_blockers,SAFE_METHOD,SESSION,NO,NO,,get_current_identity;get_db;get_scoped_db,,YES
